iter	Passed	Remaining
230	14891	49573
231	14921	49395
232	14976	49301
233	15006	49125
234	15046	48981
235	15082	48827
236	15117	48670
237	15153	48516
238	15198	48394
239	15238	48254
240	15270	48091
241	15306	47944
242	15339	47786
243	15377	47645
244	15415	47504
245	15478	47443
246	15512	47290
247	15551	47157
248	15589	47019
249	15624	46872
250	15689	46818
251	15722	46669
252	15753	46514
253	15788	46371
254	15823	46229
255	15850	46066
256	15884	45922
257	15924	45799
258	15956	45652
259	15987	45502
260	16021	45363
261	16054	45223
262	16098	45113
263	16159	45051
264	16204	44945
265	16245	44828
266	16285	44708
267	16315	44564
268	16374	44495
269	16409	44366
270	16439	44223
271	16469	44079
272	16499	43938
273	16530	43799
274	16568	43680
275	16630	43625
276	16674	43521
277	16716	43413
278	16752	43292
279	16783	43158
280	16823	43046
281	16869	42951
282	16918	42865
283	16982	42815
284	17023	42707
285	17061	42594
286	17101	42484
287	17147	42392
288	17211	42344
289	17286	42322
290	17375	42333
291	17448	42306
292	17479	42177
293	17513	42056
294	17559	41963
295	17602	41866
296	17701	41899
297	17789	41906
298	17845	41839
299	17889	41742
300	17983	41762
301	18073	41772
302	18165	41787
303	18275	41841
304	18334	41778
305	18387	41703
306	18446	41638
307	18488	41539
308	18529	41435
309	18569	41331
310	18630	41273
311	18662	41153
312	18696	41037
313	18731	40923
314	18776	40830
315	18821	40740
316	18853	40621
317	18914	40566
318	18951	40457
319	18985	40344
320	19024	40241
321	19091	40198
322	19125	40087
323	19166	39988
324	19202	39881
325	19246	39792
326	19314	39752
327	19354	39652
328	19387	39540
329	19414	39416
330	19450	39312
331	19487	39210
332	19520	39098
333	19558	38998
334	19594	38897
335	19632	38798
336	19669	38696
337	19721	38626
338	19762	38534
339	19799	38434
340	19849	38359
341	19891	38270
342	19966	38244
343	19997	38135
344	20033	38035
345	20111	38014
346	20157	37933
347	20202	37851
348	20256	37784
349	20340	37775
350	20389	37700
351	20439	37626
352	20519	37608
353	20556	37512
354	20591	37412
355	20645	37347
356	20685	37256
357	20724	37164
358	20757	37062
359	20795	36970
360	20823	36858
361	20873	36788
362	20910	36693
363	20943	36592
364	21004	36541
365	21031	36431
366	21063	36330
367	21102	36240
368	21148	36164
369	21237	36161
370	21273	36067
371	21312	35979
372	21346	35881
373	21386	35796
374	21463	35772
375	21515	35706
376	21549	35611
377	21619	35574
378	21683	35528
379	21739	35469
380	21879	35546
381	21999	35590
382	22071	35555
383	22107	35463
384	22143	35372
385	22172	35268
386	22205	35173
387	22242	35083
388	22295	35018
389	22348	34955
390	22381	34860
391	22420	34774
392	22454	34681
393	22509	34620
394	22557	34549
395	22586	34449
396	22616	34352
397	22650	34259
398	22681	34164
399	22732	34098
400	22779	34026
401	22864	34012
402	22903	33928
403	22955	33864
404	23017	33815
405	23061	33739
406	23105	33664
407	23167	33614
408	23202	33527
409	23242	33447
410	23313	33411
411	23385	33375
412	23419	33286
413	23453	33197
414	23495	33120
415	23532	33035
416	23564	32944
417	23660	32943
418	23693	32854
419	23743	32789
420	23785	32711
421	23819	32624
422	23851	32535
423	23936	32517
424	23973	32435
425	24019	32364
426	24060	32287
427	24113	32226
428	24144	32136
429	24187	32062
430	24236	31996
431	24301	31951
432	24400	31951
433	24440	31874
434	24482	31799
435	24525	31726
436	24580	31667
437	24646	31624
438	24678	31536
439	24714	31454
440	24764	31390
441	24855	31378
442	24898	31305
443	24927	31215
444	24957	31126
445	24983	31032
446	25043	30982
447	25081	30904
448	25115	30821
449	25150	30739
450	25213	30691
451	25246	30608
452	25281	30527
453	25316	30446
454	25348	30363
455	25378	30276
456	25450	30239
457	25492	30167
458	25527	30087
459	25561	30007
460	25594	29924
461	25651	29871
462	25688	29793
463	25720	29711
464	25764	29643
465	25800	29565
466	25839	29491
467	25891	29432
468	25929	29357
469	25962	29277
470	26030	29235
471	26073	29166
472	26110	29091
473	26145	29013
474	26179	28934
475	26220	28864
476	26263	28796
477	26302	28723
478	26336	28645
479	26409	28609
480	26464	28555
481	26541	28524
482	26620	28494
483	26662	28425
484	26704	28356
485	26746	28287
486	26783	28213
487	26842	28163
488	26885	28094
489	26935	28035
490	26988	27977
491	27105	27986
492	27173	27944
493	27235	27896
494	27293	27845
495	27330	27771
496	27375	27705
497	27425	27645
498	27464	27574
499	27544	27544
500	27593	27483
501	27649	27429
502	27704	27373
503	27746	27305
504	27778	27228
505	27808	27148
506	27875	27106
507	27914	27034
508	27954	26965
509	27986	26888
510	28061	26853
511	28122	26803
512	28212	26782
513	28296	26754
514	28367	26715
515	28502	26735
516	28549	26672
517	28602	26614
518	28679	26580
519	28725	26516
520	28766	26447
521	28815	26386
522	28917	26374
523	28970	26316
524	29004	26242
525	29042	26171
526	29144	26157
527	29269	26165
528	29318	26103
529	29362	26038
530	29423	25988
531	29578	26020
532	29650	25979
533	29748	25960
534	29783	25886
535	29820	25814
536	29850	25736
537	29901	25677
538	29931	25600
539	29965	25526
540	30005	25457
541	30048	25391
542	30210	25426
543	30276	25378
544	30355	25342
545	30402	25279
546	30454	25221
547	30501	25158
548	30548	25095
549	30586	25025
550	30621	24952
551	30655	24879
552	30689	24807
553	30725	24735
554	30767	24669
555	30814	24607
556	30926	24596
557	30977	24537
558	31059	24502
559	31180	24499
560	31233	24441
561	31267	24369
562	31302	24297
563	31336	24224
564	31391	24168
565	31427	24098
566	31457	24023
567	31492	23951
568	31521	23876
569	31553	23803
570	31612	23750
571	31639	23674
572	31665	23596
573	31697	23524
574	31744	23462
575	31777	23391
576	31814	23323
577	31869	23268
578	31898	23193
579	31930	23121
580	31961	23049
581	31993	22977
582	32041	22917
583	32067	22842
584	32102	22773
585	32133	22702
586	32165	22630
587	32201	22562
588	32230	22490
589	32280	22432
590	32316	22364
591	32350	22295
592	32380	22224
593	32413	22154
594	32443	22083
595	32477	22014
596	32513	21947
597	32549	21881
598	32599	21823
599	32685	21790
600	32712	21717
601	32742	21647
602	32778	21580
603	32809	21510
604	32841	21441
605	32872	21372
606	32920	21314
607	32949	21243
608	32985	21177
609	33029	21117
610	33081	21061
611	33195	21045
612	33246	20989
613	33285	20925
614	33323	20861
615	33374	20805
616	33412	20740
617	33445	20673
618	33480	20607
619	33515	20541
620	33556	20479
621	33634	20440
622	33670	20375
623	33702	20308
624	33731	20239
625	33763	20171
626	33802	20108
627	33870	20063
628	33909	20000
629	33991	19963
630	34034	19902
631	34061	19833
632	34107	19775
633	34164	19722
634	34245	19684
635	34312	19638
636	34381	19592
637	34499	19575
638	34610	19552
639	34720	19530
640	34788	19483
641	34839	19427
642	34899	19376
643	34975	19334
644	35028	19279
645	35076	19221
646	35155	19180
647	35239	19142
648	35325	19104
649	35388	19055
650	35446	19002
651	35487	18941
652	35538	18884
653	35583	18825
654	35624	18764
655	35666	18702
656	35700	18637
657	35737	18574
658	35780	18514
659	35821	18453
660	35861	18391
661	35900	18330
662	35939	18268
663	35983	18208
664	36021	18146
665	36072	18090
666	36114	18030
667	36157	17970
668	36199	17910
669	36240	17849
670	36285	17791
671	36327	17731
672	36364	17668
673	36405	17608
674	36452	17551
675	36492	17490
676	36532	17429
677	36575	17370
678	36614	17309
679	36657	17250
680	36710	17196
681	36769	17144
682	36892	17123
683	37057	17119
684	37181	17098
685	37235	17043
686	37290	16989
687	37338	16932
688	37388	16876
689	37474	16836
690	37541	16787
691	37585	16729
692	37644	16676
693	37709	16626
694	37759	16570
695	37809	16514
696	37855	16456
697	37909	16401
698	37958	16345
699	38045	16305
700	38141	16268
701	38211	16220
702	38261	16164
703	38313	16109
704	38429	16080
705	38468	16019
706	38513	15961
707	38559	15903
708	38604	15844
709	38662	15791
710	38697	15729
711	38729	15665
712	38756	15600
713	38783	15535
714	38813	15471
715	38844	15407
716	38878	15345
717	38918	15285
718	38956	15224
719	39003	15168
720	39040	15107
721	39078	15046
722	39113	14985
723	39149	14924
724	39198	14868
725	39237	14808
726	39273	14747
727	39310	14687
728	39352	14629
729	39506	14612
730	39607	14575
731	39705	14536
732	39751	14479
733	39787	14418
734	39836	14362
735	39898	14311
736	39958	14259
737	40010	14204
738	40071	14152
739	40120	14096
740	40192	14048
741	40239	13991
742	40277	13931
743	40308	13869
744	40344	13809
745	40378	13748
746	40426	13691
747	40454	13629
748	40485	13567
749	40511	13503
750	40555	13446
751	40585	13384
752	40617	13323
753	40655	13264
754	40693	13205
755	40732	13146
756	40770	13087
757	40858	13044
758	40961	13006
759	41016	12952
760	41084	12903
761	41204	12869
762	41260	12816
763	41326	12765
764	41378	12710
765	41429	12655
766	41477	12600
767	41533	12546
768	41590	12493
769	41651	12441
770	41717	12390
771	41773	12337
772	41928	12312
773	42117	12297
774	42212	12255
775	42273	12202
776	42328	12148
777	42388	12095
778	42442	12040
779	42493	11985
780	42553	11932
781	42588	11872
782	42627	11813
783	42660	11753
784	42695	11693
785	42743	11637
786	42790	11581
787	42826	11521
788	42867	11463
789	42905	11405
790	42941	11346
791	42982	11288
792	43026	11231
793	43078	11176
794	43122	11119
795	43159	11060
796	43197	11002
797	43234	10943
798	43272	10885
799	43326	10831
800	43375	10776
801	43514	10742
802	43630	10703
803	43690	10650
804	43747	10597
805	43809	10544
806	43865	10490
807	43915	10435
808	43987	10385
809	44051	10333
810	44099	10277
811	44212	10236
812	44360	10203
813	44490	10166
814	44547	10111
815	44602	10057
816	44650	10001
817	44709	9947
818	44764	9892
819	44814	9837
820	44870	9782
821	44928	9729
822	44979	9673
823	45027	9617
824	45169	9581
825	45301	9542
826	45349	9486
827	45400	9431
828	45508	9387
829	45574	9334
830	45626	9279
831	45677	9223
832	45735	9169
833	45789	9113
834	45845	9059
835	45896	9003
836	45963	8951
837	46025	8897
838	46090	8844
839	46144	8789
840	46198	8734
841	46251	8679
842	46306	8624
843	46353	8567
844	46493	8528
845	46609	8484
846	46663	8429
847	46709	8372
848	46761	8316
849	46816	8261
850	46868	8206
851	46964	8158
852	47027	8104
853	47082	8049
854	47137	7994
855	47185	7937
856	47233	7881
857	47277	7824
858	47329	7768
859	47395	7715
860	47444	7659
861	47532	7609
862	47622	7559
863	47689	7506
864	47808	7461
865	47870	7407
866	47923	7351
867	47971	7295
868	48043	7242
869	48090	7185
870	48147	7130
871	48194	7074
872	48248	7018
873	48368	6973
874	48481	6925
875	48519	6867
876	48572	6812
877	48620	6755
878	48693	6702
879	48748	6647
880	48805	6592
881	48863	6537
882	48933	6483
883	48991	6428
884	49229	6397
885	49322	6346
886	49381	6290
887	49438	6235
888	49486	6178
889	49535	6122
890	49662	6075
891	49725	6020
892	49777	5964
893	49837	5909
894	49901	5854
895	49957	5798
896	50016	5743
897	50153	5696
898	50274	5648
899	50398	5599
900	50445	5542
901	50505	5487
902	50560	5431
903	50638	5377
904	50697	5321
905	50751	5265
906	50822	5211
907	50865	5153
908	50906	5096
909	50950	5039
910	50985	4980
911	51028	4923
912	51084	4867
913	51122	4810
914	51165	4753
915	51199	4695
916	51232	4637
917	51276	4580
918	51326	4523
919	51386	4468
920	51450	4413
921	51613	4366
922	51723	4314
923	51767	4257
924	51809	4200
925	51845	4143
926	51890	4086
927	51930	4029
928	51975	3972
929	52025	3915
930	52076	3859
931	52131	3803
932	52177	3746
933	52243	3691
934	52283	3634
935	52315	3577
936	52347	3519
937	52384	3462
938	52422	3405
939	52463	3348
940	52497	3291
941	52539	3234
942	52589	3178
943	52641	3122
944	52805	3073
945	52906	3020
946	52947	2963
947	52999	2907
948	53039	2850
949	53084	2793
950	53118	2736
951	53160	2680
952	53202	2623
953	53243	2567
954	53306	2511
955	53359	2455
956	53403	2399
957	53437	2342
958	53479	2286
959	53516	2229
960	53550	2173
961	53581	2116
962	53612	2059
963	53644	2003
964	53676	1946
965	53706	1890
966	53737	1833
967	53766	1777
968	53800	1721
969	53836	1665
970	53868	1608
971	53905	1552
972	53934	1496
973	53964	1440
974	53996	1384
975	54027	1328
976	54056	1272
977	54085	1216
978	54111	1160
979	54139	1104
980	54171	1049
981	54202	993
982	54232	937
983	54265	882
984	54300	826
985	54343	771
986	54376	716
987	54409	660
988	54441	605
989	54471	550
990	54502	494
991	54534	439
992	54565	384
993	54594	329
994	54626	274
995	54658	219
996	54698	164
997	54727	109
998	54764	54
999	54795	0
